"","station","htdd","hdd","qual","lat","long"
"171","USC00024829","1164R",1164,"R",33.3369,-112.1472
"172","USC00024849","3321R",3321,"R",36.8644,-111.6022
"173","USC00024977","1284R",1284,"R",33.4992,-112.3631
"174","USC00025129","5838R",5838,"R",36.4192,-109.2269
"175","USC00025270","1482C",1482,"C",33.1139,-112.0303
"176","USC00025412","6405S",6405,"S",34.1142,-109.8589
"177","USC00025512","2165R",2165,"R",33.4044,-110.87
"178","USC00025635","2891S",2891,"S",34.6106,-111.8381
"179","USC00025665","4689R",4689,"R",36.9853,-110.12
"180","USC00025700","1282R",1282,"R",33.5544,-111.4425
"181","USC00025780","6898R",6898,"R",34.9364,-111.6392
"182","USC00025924","2691S",2691,"S",31.4553,-110.9681
"183","USC00026037","3795R",3795,"R",34.9589,-111.7553
"184","USC00026119","2842R",2842,"R",32.6025,-110.7344
"185","USC00026132","1173S",1173,"S",31.9556,-112.8003
"186","USC00026180","4072S",4072,"S",36.9208,-111.4483
"187","USC00026250","1017R",1017,"R",34.1547,-114.2897
"188","USC00026353","2957R",2957,"R",31.9356,-109.8378
"189","USC00026468","4594S",4594,"S",34.7994,-109.885
"190","USC00026471","2064S",2064,"S",36.1383,-112.0958
"191","USC00026513","1356R",1356,"R",32.6464,-111.4017
"192","USC00026597","5813R",5813,"R",34.1167,-109.9333
"193","USC00026616","4735S",4735,"S",36.8586,-112.7386
"194","USC00026653","4552R",4552,"R",34.0989,-110.9442
"195","USC00026716","4279S",4279,"S",31.8828,-109.2058
"196","USC00026796","4528R",4528,"R",34.5706,-112.4322
"197","USC00026840","2377R",2377,"R",33.8556,-111.3064
"198","USC00026865","1315R",1315,"R",33.665,-114.2272
"199","USC00027281","2046S",2046,"S",33.6731,-111.1508
"200","USC00027370","1467R",1467,"R",33.0722,-111.7661
"201","USC00027390","2594S",2594,"S",32.815,-109.6808
"202","USC00027435","4825S",4825,"S",34.5172,-109.4028
"203","USC00027480","2197R",2197,"R",33.1819,-110.5261
"204","USC00027488","5095R",5095,"R",35.2239,-109.3222
"205","USC00027560","2825R",2825,"R",32.2714,-109.2256
"206","USC00027593","2028R",2028,"R",31.7625,-110.8464
"207","USC00027619","2131R",2131,"R",31.4831,-111.5436
"208","USC00027625","2492R",2492,"R",31.5717,-111.5056
"209","USC00027708","2898R",2898,"R",34.8956,-111.7644
"210","USC00027716","4480S",4480,"S",35.3322,-112.8797
"211","USC00027855","4920S",4920,"S",34.2639,-110.0075
"212","USC00027880","2280R",2280,"R",31.5553,-110.2847
"213","USC00028012","4753C",4753,"C",34.5081,-110.0839
"214","USC00028018","4995R",4995,"R",34.5,-110.3333
"215","USC00028112","1411R",1411,"R",33.3814,-112.07
"216","USC00028162","5740R",5740,"R",34.1311,-109.275
"217","USC00028214","1496R",1496,"R",33.5575,-111.5358
"218","USC00028329","7181S",7181,"S",35.3694,-111.5436
"219","USC00028348","1481R",1481,"R",33.3003,-111.0972
"220","USC00028396","1257S",1257,"S",32.7225,-113.9192
"221","USC00028468","4712R",4712,"R",36.9233,-109.09
"222","USC00028499","1268R",1268,"R",33.4258,-111.9217
"223","USC00028516","1957R",1957,"R",36.03,-114.3289
"224","USC00028619","2312S",2312,"S",31.7119,-110.0686
"225","USC00028641","1391R",1391,"R",33.4203,-112.86
"226","USC00028792","4285R",4285,"R",36.1306,-111.2436
"227","USC00028795","1490R",1490,"R",32.2542,-111.1961
"228","USC00028796","1544R",1544,"R",32.2817,-110.9442
"229","USC00028800","1657R",1657,"R",32.25,-110.8333
"230","USC00028815","1391S",1391,"S",32.2292,-110.9536
"231","USC00028817","1427R",1427,"R",32.2581,-111.0053
"232","USC00028865","2312S",2312,"S",31.5678,-111.0497
"233","USC00028904","2766R",2766,"R",34.7706,-112.0264
"234","USC00029114","3555R",3555,"R",36.9953,-111.4914
"235","USC00029158","4803S",4803,"S",34.9281,-112.8097
"236","USC00029271","4145R",4145,"R",33.8214,-109.9839
"237","USC00029287","2135S",2135,"S",33.9792,-112.7403
"238","USC00029309","2100R",2100,"R",34.7061,-113.6136
"239","USC00029334","2860S",2860,"S",32.2553,-109.8369
"240","USC00029359","5531S",5531,"S",35.2406,-112.1903
"241","USC00029376","1217R",1217,"R",35.8686,-114.6611
"242","USC00029410","6495R",6495,"R",35.6169,-109.1244
"243","USC00029542","4140S",4140,"S",35.5247,-111.3703
"244","USC00029634","1136S",1136,"S",33.595,-112.3014
"245","USC00029645","1826S",1826,"S",34.8775,-114.1344
"246","USC00029652","1129R",1129,"R",32.6114,-114.635
"247","USC00029656","841R",841,"R",32.7278,-114.6217
"248","USC00030064","3800S",3800,"S",35.9289,-91.0583
"249","USC00030130","3515S",3515,"S",34.7961,-92.8417
"250","USC00030220","3027R",3027,"R",34.1433,-93.0589
"251","USC00030240","2793S",2793,"S",34.025,-91.3444
"252","USC00030458","4057S",4057,"S",35.8306,-91.7944
"253","USC00030460","3790R",3790,"R",35.76,-91.6389
"254","USC00030536","3235S",3235,"S",35.4583,-91.0561
"255","USC00030582","3011R",3011,"R",34.5675,-92.6006
"256","USC00030586","4336R",4336,"R",36.3219,-94.215
"257","USC00030764","3569R",3569,"R",34.5697,-93.1947
"258","USC00030798","3294S",3294,"S",35.1161,-93.6506
"259","USC00030806","3613S",3613,"S",35.9239,-89.9044
"260","USC00030832","3545S",3545,"S",35.0931,-93.9258
"261","USC00030936","3370R",3370,"R",34.8822,-91.2153
"262","USC00031102","3346R",3346,"R",34.9817,-92.0064
"263","USC00031132","4182S",4182,"S",36.1092,-92.1636
"264","USC00031140","2961R",2961,"R",33.3111,-92.485
"265","USC00031152","2886S",2886,"S",33.59,-92.8236
"266","USC00031191","2820R",2820,"R",33.9153,-91.7711
"267","USC00031442","3313R",3313,"R",34.68,-91.2208
"268","USC00031455","3693R",3693,"R",35.4833,-93.45
"269","USC00031459","3467R",3467,"R",35.4564,-93.4425
"270","USC00031596","3472R",3472,"R",35.0833,-92.4294
"271","USC00031632","3819S",3819,"S",36.4197,-90.5858
"272","USC00031730","2902S",2902,"S",33.1111,-91.9481
"273","USC00031838","3148S",3148,"S",35.2342,-93.1675
"274","USC00031900","4651S",4651,"S",35.8272,-93.2044
"275","USC00031948","3131S",3131,"S",34.0464,-94.3481
"276","USC00031962","2768S",2768,"S",33.5597,-91.385
"277","USC00031968","3191R",3191,"R",34.9772,-91.4978
"278","USC00032148","2747S",2747,"S",33.8847,-91.5317
"279","USC00032355","2427S",2427,"S",33.1144,-91.2628
"280","USC00032356","3981R",3981,"R",36.4164,-93.7917
"281","USC00032366","3840R",3840,"R",36.0717,-91.6169
"282","USC00032444","4013R",4013,"R",36.1006,-94.1744
"283","USC00032540","3221S",3221,"S",33.8228,-92.3989
"284","USC00032794","3986S",3986,"S",35.9914,-92.7147
"285","USC00032930","3767S",3767,"S",36.4261,-94.4481
"286","USC00032962","3905R",3905,"R",35.2353,-92.3619
"287","USC00032978","3727S",3727,"S",35.5206,-91.9997
"288","USC00033242","3046R",3046,"R",34.5211,-90.59
"289","USC00033428","2987S",2987,"S",33.7089,-93.5561
"290","USC00033466","3132S",3132,"S",34.5128,-93.0486
"291","USC00033544","3760S",3760,"S",36.07,-93.7522
"292","USC00033734","3846S",3846,"S",35.8489,-90.6589
"293","USC00033821","3421S",3421,"S",35.6872,-90.0964
"294","USC00033862","2959S",2959,"S",34.6033,-91.9928
"295","USC00034106","4611S",4611,"S",36.4194,-92.9158
"296","USC00034134","3247R",3247,"R",34.1742,-92.5947
"297","USC00034185","2740R",2740,"R",33.3614,-93.5675
"298","USC00034548","2831S",2831,"S",33.295,-93.2325
"299","USC00034562","3180R",3180,"R",34.3947,-92.8364
"300","USC00034572","4371S",4371,"S",36.4947,-91.535
"301","USC00034638","3200S",3200,"S",34.7392,-90.7664
"302","USC00034666","4069R",4069,"R",35.9156,-92.6394
"303","USC00034756","3635R",3635,"R",34.5731,-94.2494
"304","USC00034938","3584R",3584,"R",35.1581,-92.7672
"305","USC00034988","3724S",3724,"S",34.5408,-93.5878
"306","USC00035018","3808R",3808,"R",35.6494,-94.1542
"307","USC00035036","4015R",4015,"R",36.3458,-92.3939
"308","USC00035046","3796R",3796,"R",35.8444,-92.0978
"309","USC00035079","3376R",3376,"R",34.0783,-93.7019
"310","USC00035112","2800S",2800,"S",33.9294,-93.8583
"311","USC00035186","3620S",3620,"S",35.6042,-91.2744
"312","USC00035200","3508R",3508,"R",34.9553,-93.1594
"313","USC00035376","2652R",2652,"R",33.7667,-93.9167
"314","USC00035508","3768R",3768,"R",35.4833,-93.8167
"315","USC00035512","3719R",3719,"R",35.5125,-93.8683
"316","USC00035563","3723S",3723,"S",36.0336,-90.4978
"317","USC00035754","2956R",2956,"R",34.2256,-92.0189
"318","USC00035820","4058R",4058,"R",36.2639,-90.9681
"319","USC00035866","2849S",2849,"S",33.2511,-91.5058
"320","USC00035908","3187S",3187,"S",33.8203,-93.3878
"321","USC00036253","2867S",2867,"S",33.8103,-91.2778
"322","USC00036376","3025R",3025,"R",34.3703,-91.1242
"323","USC00036506","3531S",3531,"S",35.2683,-91.7164
"324","USC00036562","3204S",3204,"S",34.3019,-92.3914
"325","USC00036768","3178R",3178,"R",33.9153,-92.8267
"326","USC00036920","3197S",3197,"S",34.4744,-91.4172
"327","USC00036928","3427S",3427,"S",35.3028,-93.6369
"328","USC00037488","3623S",3623,"S",34.8992,-94.1942
"329","USC00037582","2950S",2950,"S",33.6044,-92.0997
"330","USC00037712","3317S",3317,"S",35.1242,-90.1805
"331","USC00038052","3600S",3600,"S",35.2547,-90.7964
"332","USC00038084","3929R",3929,"R",36.2,-92.6667
"333","USC00040029","5696R",5696,"R",41.1936,-120.9447
"334","USC00040136","1909R",1909,"R",32.8358,-116.7775
"335","USC00040161","6699R",6699,"R",41.4931,-120.5528
"336","USC00040192","880R",880,"R",33.8647,-117.8425
"337","USC00040212","3328S",3328,"S",38.5731,-122.4406
"338","USC00040232","2478R",2478,"R",37.9856,-121.7458
"339","USC00040343","2740S",2740,"S",36.4914,-118.8253
"340","USC00040379","3117S",3117,"S",37.0919,-119.5128
"341","USC00040383","2895S",2895,"S",38.9072,-121.0839
"342","USC00040436","1823R",1823,"R",35.2761,-116.0628
"343","USC00040449","2880R",2880,"R",36.9092,-119.0883
"344","USC00040521","2381R",2381,"R",34.8928,-117.0219
"345","USC00040673","2735S",2735,"S",37.0856,-122.0797
"346","USC00040693","2701R",2701,"R",37.8744,-122.2606
"347","USC00040738","3802R",3802,"R",40.7406,-123.2078
"348","USC00040741","6402S",6402,"S",34.2442,-116.9039
"349","USC00040790","2922R",2922,"R",36.2472,-121.7803
"350","USC00040924","1163R",1163,"R",33.6131,-114.5972
"351","USC00040931","8012S",8012,"S",39.3886,-120.0936
"352","USC00040943","9925S",9925,"S",38.2119,-119.0142
"353","USC00040983","1068S",1068,"S",33.2314,-116.4144
"354","USC00041018","5689R",5689,"R",39.4539,-120.6556
"355","USC00041048","996R",996,"R",32.9544,-115.5581
"356","USC00041072","8050S",8050,"S",38.2575,-119.2286
"357","USC00041214","6508R",6508,"R",40.8803,-121.6547
"358","USC00041244","2404S",2404,"S",35.4047,-119.4731
"359","USC00041253","2045S",2045,"S",34.5825,-119.9817
"360","USC00041277","5915S",5915,"S",38.2769,-120.3114
"361","USC00041312","2700R",2700,"R",38.5961,-122.6014
"362","USC00041316","5627C",5627,"C",41.3111,-122.8045
"363","USC00041428","2689S",2689,"S",38.2486,-120.8433
"364","USC00041476","6800R",6800,"R",41.4219,-120.9017
"365","USC00041484","1696R",1696,"R",34.1819,-118.5744
"366","USC00041497","6354S",6354,"S",40.1703,-121.0883
"367","USC00041606","5152R",5152,"R",41.1417,-123.1392
"368","USC00041614","6413S",6413,"S",41.5306,-120.1803
"369","USC00041697","4866S",4866,"S",37.9747,-119.9161
"370","USC00041700","6750R",6750,"R",40.3033,-121.2422
"371","USC00041715","2779R",2779,"R",39.6911,-121.8211
"372","USC00041758","1265R",1265,"R",32.64,-117.0858
"373","USC00041806","3713R",3713,"R",38.9239,-122.5672
"374","USC00041838","2443R",2443,"R",38.8,-123.0175
"375","USC00041864","2245S",2245,"S",36.1356,-120.3606
"376","USC00041912","3875S",3875,"S",39.0911,-120.9481
"377","USC00041948","2589R",2589,"R",39.1875,-122.0269
"378","USC00041967","2203R",2203,"R",37.9833,-122.0692
"379","USC00042012","2492S",2492,"S",36.0975,-119.5817
"380","USC00042081","3824S",3824,"S",39.8158,-123.2444
"381","USC00042147","4762S",4762,"S",41.7958,-124.2147
"382","USC00042214","1368R",1368,"R",34.0053,-118.4136
"383","USC00042239","4916R",4916,"R",32.9897,-116.5872
"384","USC00042294","2611S",2611,"S",38.535,-121.7761
"385","USC00042319","1120R",1120,"R",36.4622,-116.8669
"386","USC00042331","5108R",5108,"R",37.3739,-117.9803
"387","USC00042338","4556R",4556,"R",39.3,-120.8333
"388","USC00042402","3927R",3927,"R",39.8717,-121.6108
"389","USC00042456","3397R",3397,"R",39.3575,-121.2011
"390","USC00042467","7702S",7702,"S",39.3239,-120.2331
"391","USC00042500","4718S",4718,"S",39.5633,-120.8239
"392","USC00042506","5725R",5725,"R",39.9717,-120.0828
"393","USC00042574","4454S",4454,"S",41.1833,-122.2736
"394","USC00042598","1086S",1086,"S",33.8089,-115.4508
"395","USC00042640","3457R",3457,"R",39.3592,-122.5178
"396","USC00042671","7706R",7706,"R",38.7833,-120.0333
"397","USC00042706","1297R",1297,"R",32.8139,-116.975
"398","USC00042709","1472R",1472,"R",32.8839,-116.8164
"399","USC00042713","864S",864,"S",32.7669,-115.5617
"400","USC00042728","2959R",2959,"R",38.3306,-120.6706
"401","USC00042771","3243S",3243,"S",34.5892,-117.6303
"402","USC00042805","1744R",1744,"R",33.6692,-117.3319
"403","USC00042863","1329R",1329,"R",33.1211,-117.0883
"404","USC00042934","2492S",2492,"S",38.2736,-122.0678
"405","USC00042941","3158R",3158,"R",34.705,-118.4242
"406","USC00043083","2314R",2314,"R",36.3642,-120.1561
"407","USC00043113","2460R",2460,"R",38.7,-121.1667
"408","USC00043157","6436S",6436,"S",41.52,-120.09
"409","USC00043161","4945R",4945,"R",39.5092,-123.7567
"410","USC00043191","3966R",3966,"R",38.515,-123.2447
"411","USC00043244","2382R",2382,"R",37.5422,-122.0158
"412","USC00043256","2271R",2271,"R",36.7525,-119.7017
"413","USC00043261","2472R",2472,"R",36.9969,-119.7072
"414","USC00043417","2343R",2343,"R",37.0067,-121.5633
"415","USC00043463","4369S",4369,"S",35.7269,-118.7006
"416","USC00043489","784R",784,"R",32.8833,-114.8667
"417","USC00043551","6577S",6577,"S",36.7394,-118.9631
"418","USC00043573","4052R",4052,"R",39.2042,-121.0681
"419","USC00043578","3100C",3100,"C",38.4306,-122.8647
"420","USC00043647","4489R",4489,"R",40.4864,-123.9089
"421","USC00043669","4273R",4273,"R",37.8444,-120.2258
"422","USC00043710","2653S",2653,"S",36.1389,-117.9528
"423","USC00043714","3948R",3948,"R",37.4725,-122.4433
"424","USC00043747","2586S",2586,"S",36.3158,-119.6369
"425","USC00043824","5761S",5761,"S",40.9317,-121.5433
"426","USC00043855","1453S",1453,"S",33.7044,-115.6289
"427","USC00043875","2422S",2422,"S",38.6175,-122.8731
"428","USC00043896","1782R",1782,"R",33.7381,-116.8939
"429","USC00043914","3797R",3797,"R",33.2372,-116.7614
"430","USC00043939","4773S",4773,"S",37.9614,-119.7831
"431","USC00044025","2667R",2667,"R",36.8483,-121.4214
"432","USC00044176","7232R",7232,"R",37.2275,-119.2206
"433","USC00044211","4359S",4359,"S",33.7572,-116.7067
"434","USC00044223","1017S",1017,"S",32.8489,-115.5667
"435","USC00044232","3329S",3329,"S",36.7981,-118.2036
"436","USC00044259","704R",704,"R",33.7086,-116.2153
"437","USC00044278","2590R",2590,"R",35.6514,-117.8214
"438","USC00044297","951S",951,"S",34.1472,-115.1219
"439","USC00044374","6898R",6898,"R",41.2683,-120.2947
"440","USC00044500","2714R",2714,"R",37.9569,-122.5439
"441","USC00044523","3008R",3008,"R",35.7831,-118.4389
"442","USC00044555","2281S",2281,"S",36.2069,-121.1378
"443","USC00044577","5158R",5158,"R",41.5786,-124.0747
"444","USC00044647","1502R",1502,"R",33.5453,-117.7814
"445","USC00044671","5401S",5401,"S",34.2467,-117.1883
"446","USC00044712","2391R",2391,"R",38.4919,-122.0039
"447","USC00044713","6338R",6338,"R",39.3183,-120.6392
"448","USC00044735","1085R",1085,"R",32.7675,-117.0233
"449","USC00044838","6467S",6467,"S",41.7019,-121.5011
"450","USC00044881","6358R",6358,"R",37.9567,-119.1194
"451","USC00044890","2298C",2298,"C",36.3817,-119.0264
"452","USC00044957","2344R",2344,"R",36.2033,-119.0545
"453","USC00044997","2562S",2562,"S",37.6922,-121.7692
"454","USC00045026","8301S",8301,"S",36.6044,-118.7325
"455","USC00045032","2490R",2490,"R",38.1061,-121.2878
"456","USC00045064","2447R",2447,"R",34.6539,-120.4514
"457","USC00045118","2284S",2284,"S",37.0564,-120.8667
"458","USC00045120","2361R",2361,"R",36.9897,-120.9297
"459","USC00045123","2673S",2673,"S",37.2319,-121.9592
"460","USC00045233","2666R",2666,"R",36.9539,-120.0378
"461","USC00045280","8204R",8204,"R",37.6478,-118.9617
"462","USC00045311","7415S",7415,"S",40.5411,-121.5767
"463","USC00045360","2931S",2931,"S",38.4917,-122.1242
"464","USC00045378","2977S",2977,"S",38.0131,-122.1142
"465","USC00045385","2243R",2243,"R",39.1458,-121.5853
"466","USC00045449","5566R",5566,"R",41.2514,-122.1383
"467","USC00045502","954R",954,"R",33.5714,-116.0767
"468","USC00045532","2572S",2572,"S",37.2858,-120.5117
"469","USC00045679","7156S",7156,"S",40.3458,-121.6092
"470","USC00045721","2839S",2839,"S",34.9436,-115.5469
"471","USC00045756","2834R",2834,"R",35.0492,-118.1619
"472","USC00045790","849R",849,"R",34.0192,-118.1053
"473","USC00045795","3414S",3414,"S",36.5903,-121.91
"474","USC00045802","3561R",3561,"R",36.5928,-121.8556
"475","USC00045866","2407R",2407,"R",35.3672,-120.8456
"476","USC00045915","3242R",3242,"R",37.8792,-121.9303
"477","USC00045933","4527S",4527,"S",37.3436,-121.6425
"478","USC00046006","3674R",3674,"R",34.2308,-118.0711
"479","USC00046074","2511S",2511,"S",38.2778,-122.2647
"480","USC00046136","4100S",4100,"S",39.2467,-121.0008
"481","USC00046144","2323S",2323,"S",37.5147,-122.0325
"482","USC00046154","3035R",3035,"R",34.9456,-119.6828
"483","USC00046161","1822R",1822,"R",34.3933,-118.5939
"484","USC00046168","2084R",2084,"R",37.2811,-121.0178
"485","USC00046172","3023R",3023,"R",37.95,-120.5333
"486","USC00046174","2642R",2642,"R",38.0047,-120.4864
"487","USC00046175","1523R",1523,"R",33.6025,-117.8803
"488","USC00046263","1396R",1396,"R",34.2447,-118.525
"489","USC00046336","2363R",2363,"R",37.7983,-122.2642
"490","USC00046377","2060R",2060,"R",33.2097,-117.395
"491","USC00046399","2226R",2226,"R",34.4478,-119.2275
"492","USC00046498","5099R",5099,"R",41.3619,-124.0192
"493","USC00046506","2610S",2610,"S",39.7458,-122.1997
"494","USC00046508","3496R",3496,"R",41.3089,-123.5317
"495","USC00046521","2495R",2495,"R",39.5178,-121.5531
"496","USC00046569","1723R",1723,"R",34.1981,-119.1753
"497","USC00046572","1744R",1744,"R",34.2067,-119.1375
"498","USC00046599","2577R",2577,"R",37.5917,-122.4717
"499","USC00046610","3541R",3541,"R",36.715,-121.3492
"500","USC00046624","2551S",2551,"S",34.5883,-118.0939
"501","USC00046635","793S",793,"S",33.8275,-116.5097
"502","USC00046646","2732R",2732,"R",37.4436,-122.1403
"503","USC00046657","4099S",4099,"S",33.3781,-116.84
"504","USC00046685","2936S",2936,"S",39.7536,-121.6239
"505","USC00046699","1348S",1348,"S",34.2903,-114.1708
"506","USC00046719","1054R",1054,"R",34.1481,-118.1444
"507","USC00046730","2864S",2864,"S",35.6278,-120.6856
"508","USC00046773","2583R",2583,"R",34.5028,-117.8944
"509","USC00046826","2825S",2825,"S",38.2578,-122.6078
"510","USC00046926","3773R",3773,"R",36.4817,-121.1822
"511","USC00046943","3034R",3034,"R",35.1597,-120.6831
"512","USC00046960","3094R",3094,"R",38.6956,-120.8244
"513","USC00046962","3189R",3189,"R",38.7333,-120.7333
"514","USC00047050","1429R",1429,"R",34.0817,-117.7658
"515","USC00047077","2041R",2041,"R",36.0678,-119.02
"516","USC00047085","6998S",6998,"S",39.8053,-120.4719
"517","USC00047109","3296S",3296,"S",39.3619,-123.1286
"518","USC00047150","3724S",3724,"S",36.1883,-120.6953
"519","USC00047195","5413R",5413,"R",39.9367,-120.9475
"520","USC00047228","2263R",2263,"R",33.0114,-116.9081
"521","USC00047253","3017S",3017,"S",35.3692,-117.6525
"522","USC00047306","1692S",1692,"S",34.0528,-117.1894
"523","USC00047339","2536R",2536,"R",37.4767,-122.2386
"524","USC00047404","3839S",3839,"S",40.0261,-123.7931
"525","USC00047414","2545R",2545,"R",37.9192,-122.3772
"526","USC00047470","1286R",1286,"R",33.9511,-117.3881
"527","USC00047473","1471R",1471,"R",33.9669,-117.3614
"528","USC00047641","8589R",8589,"R",39.4317,-120.2406
"529","USC00047643","2544S",2544,"S",38.5067,-122.4714
"530","USC00047668","2900R",2900,"R",36.6594,-121.6656
"531","USC00047689","3623R",3623,"R",38.5006,-120.2189
"532","USC00047723","1420R",1420,"R",34.1344,-117.2539
"533","USC00047767","3564R",3564,"R",37.7281,-122.5053
"534","USC00047785","1290R",1290,"R",34.1061,-118.1
"535","USC00047807","3915R",3915,"R",37.3117,-122.3617
"536","USC00047813","1950R",1950,"R",33.7869,-116.9583
"537","USC00047821","2257S",2257,"S",37.3592,-121.9239
"538","USC00047846","2366R",2366,"R",37.0533,-121.0578
"539","USC00047851","2488S",2488,"S",35.3039,-120.665
"540","USC00047874","1406R",1406,"R",33.0956,-116.9975
"541","USC00047880","2803R",2803,"R",37.9983,-122.5372
"542","USC00047888","1004S",1004,"S",33.7442,-117.8667
"543","USC00047902","1614R",1614,"R",34.4167,-119.6844
"544","USC00047916","2417S",2417,"S",36.9906,-121.9911
"545","USC00047953","1548S",1548,"S",34.0075,-118.4997
"546","USC00047957","1701R",1701,"R",34.3119,-119.1331
"547","USC00047965","2567S",2567,"S",38.4381,-122.6978
"548","USC00048045","3217S",3217,"S",40.4831,-124.1036
"549","USC00048135","2794S",2794,"S",40.7142,-122.4161
"550","USC00048163","3332R",3332,"R",40.0331,-124.0728
"551","USC00048207","5245R",5245,"R",39.5678,-120.6228
"552","USC00048273","4075R",4075,"R",37.3133,-122.185
"553","USC00048351","2821S",2821,"S",38.2994,-122.4622
"554","USC00048353","3719R",3719,"R",37.9672,-120.3872
"555","USC00048380","6251R",6251,"R",37.5072,-119.6331
"556","USC00048560","2389R",2389,"R",37.9994,-121.3178
"557","USC00048587","3276R",3276,"R",39.5858,-122.5339
"558","USC00048606","5111S",5111,"S",39.5631,-121.1078
"559","USC00048655","1927R",1927,"R",33.7156,-117.19
"560","USC00048702","5822R",5822,"R",40.4167,-120.6631
"561","USC00048713","3004R",3004,"R",38.3772,-120.8008
"562","USC00048752","2233R",2233,"R",35.1503,-119.43
"563","USC00048758","7858S",7858,"S",39.1678,-120.1428
"564","USC00048826","4296R",4296,"R",35.1333,-118.45
"565","USC00048873","7564R",7564,"R",40.8667,-120.4333
"566","USC00048917","2769S",2769,"S",36.465,-118.8619
"567","USC00048928","3836R",3836,"R",38.4461,-120.4992
"568","USC00049001","2280R",2280,"R",37.7967,-121.5828
"569","USC00049026","4356R",4356,"R",40.7264,-122.7947
"570","USC00049035","2166R",2166,"R",35.7636,-117.3908
"571","USC00049043","7941S",7941,"S",39.3331,-120.173
"572","USC00049053","6683R",6683,"R",41.96,-121.4744
"573","USC00049073","2375R",2375,"R",37.5006,-120.855
"574","USC00049087","1674R",1674,"R",33.7025,-117.7539
"575","USC00049099","1706R",1706,"R",34.1281,-116.0369
"576","USC00049105","8800R",8800,"R",38.7086,-120.0403
"577","USC00049111","2600R",2600,"R",34.9881,-120.3211
"578","USC00049122","3040S",3040,"S",39.1467,-123.2103
"579","USC00049152","1228S",1228,"S",34.0697,-118.4428
"580","USC00049200","2298S",2298,"S",38.3956,-121.9608
"581","USC00049325","2761R",2761,"R",34.535,-117.3058
"582","USC00049367","2386S",2386,"S",36.3283,-119.2992
"583","USC00049378","1522R",1522,"R",33.2294,-117.2269
"584","USC00049440","2801R",2801,"R",38.7161,-122.9975
"585","USC00049452","2335R",2335,"R",35.5892,-119.3519
"586","USC00049473","2918S",2918,"S",36.9308,-121.7692
"587","USC00049490","4445R",4445,"R",40.7222,-122.9331
"588","USC00049621","2892R",2892,"R",40.6117,-122.5281
"589","USC00049671","3526R",3526,"R",36.2656,-117.1853
"590","USC00049684","4762S",4762,"S",39.4194,-123.3425
"591","USC00049699","2428R",2428,"R",39.5231,-122.3058
"592","USC00049742","2262C",2262,"C",38.5228,-121.9683
"593","USC00049781","2353R",2353,"R",38.6828,-121.7942
"594","USC00049792","2595R",2595,"R",37.4286,-122.2567
"595","USC00049822","5761R",5761,"R",34.3617,-117.6386
"596","USC00049855","4658R",4658,"R",37.75,-119.5897
"597","USC00049866","5270S",5270,"S",41.7036,-122.6408
"598","USC00050109","6328R",6328,"R",40.155,-103.1417
"599","USC00050185","9521R",9521,"R",40.2289,-105.5183
"600","USC00050214","6891S",6891,"S",39.5008,-108.3794
"601","USC00050263","10793S",10793,"S",38.9933,-105.8919
"602","USC00050301","6104R",6104,"R",39.0372,-102.1675
"603","USC00050372","8379S",8379,"S",39.1853,-106.8381
"604","USC00050454","8879S",8879,"S",39.4047,-105.4767
"605","USC00050776","8037R",8037,"R",37.4786,-105.5717
"606","USC00050797","9003R",9003,"R",38.4667,-107.1678
"607","USC00050834","5913R",5913,"R",39.6567,-102.1192
"608","USC00050848","5479S",5479,"S",39.9919,-105.2667
"609","USC00050945","6990S",6990,"S",40.635,-104.3267
"610","USC00050950","6113S",6113,"S",39.9436,-104.8361
"611","USC00051017","8442R",8442,"R",40.8008,-108.9172
"612","USC00051060","7381R",7381,"R",40.6158,-105.2969
"613","USC00051071","7590R",7590,"R",38.8247,-106.1275
"614","USC00051121","6038R",6038,"R",39.3061,-102.2608
"615","USC00051179","6285S",6285,"S",39.7403,-104.1275
"616","USC00051186","10022S",10022,"S",39.6553,-105.7089
"617","USC00051268","4805S",4805,"S",37.0158,-102.555
"618","USC00051294","5466R",5466,"R",38.46,-105.2256
"619","USC00051401","6188R",6188,"R",39.4106,-104.9058
"620","USC00051440","6297R",6297,"R",38.9,-107.9333
"621","USC00051443","6621R",6621,"R",38.9028,-107.8922
"622","USC00051458","8427S",8427,"S",37.7067,-106.1444
"623","USC00051528","6847S",6847,"S",39.2203,-105.2783
"624","USC00051539","5671R",5671,"R",38.115,-103.51
"625","USC00051547","5934R",5934,"R",39.6261,-104.8319
"626","USC00051564","5560S",5560,"S",38.8219,-102.3508
"627","USC00051609","8544S",8544,"S",38.4442,-107.5592
"628","USC00051660","12543R",12543,"R",39.3672,-106.1897
"629","USC00051681","9301R",9301,"R",39.8958,-105.3847
"630","USC00051713","9580S",9580,"S",38.4461,-106.7611
"631","USC00051741","6794R",6794,"R",39.2425,-107.9631
"632","USC00051743","6926R",6926,"R",39.2367,-107.9797
"633","USC00051772","5298R",5298,"R",39.1014,-108.7339
"634","USC00051886","6025S",6025,"S",37.3444,-108.5931
"635","USC00051932","8156R",8156,"R",40.4506,-107.5894
"636","USC00051939","9059R",9059,"R",37.8531,-106.9253
"637","USC00051959","11383S",11383,"S",38.8739,-106.9769
"638","USC00051964","8117R",8117,"R",37.9806,-105.6897
